# Ionospheric field model derived using DIFI
# created on 10-Aug-2022 07:54:42
60	12	0	4	-2	2	 9.69000000e+00	 2.87380000e+02	 1.10000000e+02	 1.48500000e-02
001	+00	 2.01019826e-02	-3.82228350e-02	 2.17444286e-02	-1.91084628e-02	 3.51775606e-03	 7.08231787e-03	 3.35532167e-03	 4.75827056e-04	-4.21634041e-03	 6.25301724e-03	-1.20005111e-01	-2.37880007e-02	-6.64093303e-02	 5.71332471e-02	-2.78935616e-03	 1.31517097e-02	 4.67415690e-02	-2.80789375e-02	-7.66516272e-04	 3.59885888e-02	-9.25772467e-01	 0.00000000e+00	-1.45815742e-01	-2.00742815e-01	 1.30252180e-01	-1.43875722e-02	 8.42634577e-02	-6.56657939e-02	-2.24539587e-02	-7.18200934e-02	-1.20005111e-01	 2.37880007e-02	-6.94366275e-02	 8.30414673e-02	 8.66462881e-03	 2.61131750e-02	 5.38064195e-02	-3.85016332e-02	 1.44434381e-02	 2.16932461e-02	 2.01019826e-02	 3.82228350e-02	-9.41788058e-04	 2.80894700e-02	-9.54763411e-03	 5.82087044e-03	 1.84279877e-02	-2.97554743e-02	-1.31845503e-03	 2.96110037e-03
001	+01	 2.73950150e-02	 1.02596853e-02	 7.32084117e-02	 8.02969018e-02	-1.65136017e-02	-1.17882049e-02	 1.00377375e-02	 2.93049457e-02	-1.23837640e-02	 1.37411276e-02	-5.11648184e-02	-1.52911173e-02	 1.95499185e-02	 3.56906757e-01	-1.01240172e-01	-1.09614609e-02	-1.03350847e-02	 1.23920400e-02	 7.94325578e-04	-2.38590424e-02	-1.21752109e-01	 0.00000000e+00	-8.89347997e-02	-4.39645867e-01	 2.30339811e-01	-8.06802445e-02	 1.76469018e-02	-2.24260643e-02	-7.78213068e-03	-1.92696645e-02	-5.11648184e-02	 1.52911173e-02	-1.07950691e-02	 7.12619485e-02	-9.83225904e-02	 4.07313105e-02	 8.56802089e-03	 1.24391498e-02	 2.29407223e-02	-1.42683209e-02	 2.73950150e-02	-1.02596853e-02	 3.85279415e-02	 1.18530826e-01	-6.79081525e-03	-2.85821251e-02	-1.92306238e-02	 2.58984390e-03	-1.29525943e-02	-8.64440792e-04
001	-01	-3.99444102e-02	-3.88200374e-03	 1.12196895e-01	-8.25777745e-02	-1.72550742e-02	 8.58650658e-02	 5.59234397e-03	-1.47787123e-02	 3.00975232e-02	 6.09770970e-03	-5.69974340e-03	-5.27360118e-02	 2.72097224e-01	-3.30968882e-02	-4.57679377e-03	 1.27862337e-01	 6.91711158e-03	 5.06221170e-04	-1.99326657e-02	 2.06860960e-03	-2.29891386e-02	 0.00000000e+00	-4.20438347e-01	 4.72389647e-01	-1.65613205e-01	-3.40372330e-01	 9.86006814e-02	-4.24949245e-02	-6.59509024e-02	 2.82205563e-02	-5.69974340e-03	 5.27360118e-02	 3.60666545e-02	 4.81534393e-02	 7.24718722e-02	 8.74712499e-02	 5.64439654e-02	-1.27756359e-02	-1.65634694e-02	-2.21560905e-02	-3.99444102e-02	 3.88200374e-03	 1.07198391e-01	-5.21089890e-02	-1.30585051e-02	 4.37910567e-02	-3.48718226e-02	-1.81524023e-02	 1.21561114e-02	-6.36556923e-03
002	+00	 7.17918712e-02	-1.21020749e-02	-2.35087401e-02	 2.71193136e-02	 1.16112332e-02	 4.52091642e-03	-1.08870796e-02	 1.23600152e-02	 4.85233238e-03	 1.07843326e-03	 3.49045696e-01	 1.50285413e-01	-1.07625004e-01	 3.86700334e-02	-3.38538782e-02	-4.89350054e-03	 2.36910136e-02	-2.26557668e-02	 5.58269442e-03	 9.40660558e-03	 1.52035468e-01	 0.00000000e+00	 3.81389477e-01	-1.30207982e-01	 1.36273489e-01	 6.58255558e-02	-2.92460374e-02	-4.89310052e-02	 1.39497540e-02	-2.20139573e-02	 3.49045696e-01	-1.50285413e-01	-6.60856197e-02	 6.34335491e-02	-2.77881989e-02	 2.48899958e-02	 1.88481822e-02	-2.37481908e-02	 5.75713678e-03	-5.36476937e-03	 7.17918712e-02	 1.21020749e-02	-7.34511150e-03	 1.46586326e-02	 6.74323677e-03	-1.49614499e-02	-4.47499555e-03	-2.92015687e-03	 4.52031068e-03	 1.39951764e-02
002	+01	-3.86685625e-03	 2.57750509e-02	-9.69761274e-02	-1.11406670e-01	-2.15789398e-02	-3.51496116e-02	-1.04521575e-02	 2.81948605e-03	 6.86585997e-03	 5.26100440e-03	-1.15661707e-01	-5.29038632e-02	 1.45900465e-01	 5.25287246e-02	-6.86512864e-02	-1.29237297e-01	 1.67720756e-02	-6.58353309e-03	 3.40692710e-03	 1.68761344e-02	-4.35025104e-02	 0.00000000e+00	 1.94491154e+00	-1.40249555e-01	-8.24620542e-02	 2.17900403e-01	 1.03965964e-01	 3.50174703e-02	-4.43529862e-02	-3.67369197e-02	-1.15661707e-01	 5.29038632e-02	 1.60359893e-01	 1.11094408e-01	-6.17973686e-02	-4.62759688e-02	-1.54590493e-02	-3.54258679e-02	-2.04299021e-02	 1.42317634e-02	-3.86685625e-03	-2.57750509e-02	-1.07282939e-01	-8.59995902e-02	-3.17863409e-02	-4.78890957e-02	 1.11030524e-03	 2.00725699e-02	 1.34570223e-02	 1.12780085e-02
002	-01	 2.67213249e-03	-8.89575908e-03	-5.54666804e-02	 8.92782112e-02	-7.34741489e-03	-1.17027850e-03	-4.39236838e-04	 1.49906043e-02	 9.66523513e-03	-1.25112394e-02	 5.31679077e-02	-1.07479890e-02	 7.26617769e-02	-5.49394696e-02	-1.17299547e-01	 5.76573694e-02	 2.69604958e-03	 3.12907083e-02	 8.73864169e-03	-1.39123774e-02	 1.70939921e-02	 0.00000000e+00	-2.45262642e-01	-1.95066914e+00	 2.15560718e-01	 4.12691263e-02	 3.45663029e-04	-5.51340882e-02	-3.40302366e-02	 6.46338874e-02	 5.31679077e-02	 1.07479890e-02	 9.85431996e-02	-1.24125062e-01	-3.97505390e-02	 6.26828945e-02	 7.43036579e-03	 2.01824975e-02	-8.91320198e-03	 3.35199765e-02	 2.67213249e-03	 8.89575908e-03	-5.89361989e-02	 1.06333458e-01	-5.13334647e-02	 8.75978748e-03	 5.32419808e-03	 6.71968425e-03	 8.99224516e-03	-4.45875389e-03
002	+02	 1.11458120e-03	 3.65701648e-03	 1.25544305e-03	 3.84174191e-02	-4.81158221e-02	-7.44676758e-02	 1.48161760e-02	 1.39011134e-02	-1.06986726e-02	-1.11254002e-02	-1.14316784e-02	 7.49337422e-03	-3.66050726e-02	-1.97365886e-02	 1.56430643e-01	-3.33729324e-01	 5.24112426e-02	-1.42972748e-02	-1.36092743e-02	-2.22590356e-02	-1.82209091e-01	 0.00000000e+00	 8.10624696e-03	-1.20333730e-01	 6.60205287e-02	 5.07467072e-01	-1.42182430e-01	 7.36676187e-02	-1.39108327e-02	 1.49120531e-03	-1.14316784e-02	-7.49337422e-03	 7.96612940e-02	 1.20025225e-02	 2.46935203e-01	-3.16505326e-01	 3.53332185e-02	-1.83924504e-02	-2.86480274e-02	-2.60489863e-02	 1.11458120e-03	-3.65701648e-03	 2.04090656e-02	 4.92298942e-02	-2.22862791e-02	-6.32479295e-02	 9.52818464e-03	 1.01172105e-02	-8.85840306e-03	-3.12875196e-03
002	-02	-2.01100206e-02	 1.12057499e-03	 4.01458622e-02	-3.04387989e-02	-5.08196968e-02	 1.06084558e-01	 3.08398862e-03	-4.18751125e-02	 6.12900608e-03	-2.83726360e-03	-2.11206793e-02	-1.28080492e-02	 8.08876140e-05	 2.19803548e-02	-3.72770642e-01	-1.15187669e-01	-2.91636354e-02	-3.38750324e-02	-6.00959322e-03	 3.50129420e-03	 7.56844065e-02	 0.00000000e+00	-6.42503029e-03	 8.80095298e-02	 3.67867443e-01	-1.85939250e-02	 1.57805638e-01	 1.40762201e-01	-6.03081289e-02	-1.46648749e-02	-2.11206793e-02	 1.28080492e-02	 3.70534085e-03	-8.32045927e-02	-3.59104987e-01	-2.49980322e-01	-2.32669977e-02	-1.53857206e-02	-1.04852719e-02	 1.78977000e-02	-2.01100206e-02	-1.12057499e-03	 5.14339021e-02	-2.04174989e-02	-5.73981332e-02	 6.45614516e-02	 1.37481347e-02	-1.97743908e-02	 7.01681433e-03	-4.73744064e-03
003	+00	-1.62813984e-01	-3.14870514e-02	-2.16968624e-03	 1.52650563e-02	-2.27878575e-02	-1.61790128e-02	-3.86063594e-03	-3.61763883e-03	-4.34152014e-03	 1.06318726e-02	 2.87462568e-02	-2.30177905e-02	-1.81584628e-01	-1.46115410e-01	-2.05000547e-02	 1.35678887e-02	 1.83993970e-02	-1.99459946e-02	 2.08035092e-03	 7.79665092e-03	 5.00167170e-01	 0.00000000e+00	-1.44414328e-01	-8.63060977e-02	 1.96760679e-01	 8.48998830e-03	-5.90223815e-02	-5.41242089e-02	 8.98013338e-03	-3.34047245e-02	 2.87462568e-02	 2.30177905e-02	-1.57083156e-01	-2.23695601e-02	-9.62092946e-03	 3.02708291e-02	-6.67094740e-04	-1.40876071e-02	-4.37900833e-03	-1.62909111e-03	-1.62813984e-01	 3.14870514e-02	 7.63251497e-03	-4.99779260e-03	-2.72498718e-02	-2.23058671e-02	 9.75373579e-03	-1.41354061e-02	 6.80694224e-04	 7.60712522e-03
003	+01	 4.59076620e-02	 1.15430346e-02	-2.93910748e-02	 2.77502668e-02	-1.57168252e-03	-1.27740452e-02	-1.62314021e-02	-2.38631794e-03	 5.04279804e-03	-1.11778709e-03	 4.33128334e-02	 1.55736713e-02	-2.38722919e-01	-1.56757853e-01	 3.31887832e-03	-1.76718101e-02	-1.58021789e-02	-1.85972373e-04	 1.72726334e-02	-2.91215270e-03	-1.01458488e-01	 0.00000000e+00	-1.47054344e-01	 1.20996068e-02	-1.52204744e-01	 1.56728144e-01	-6.43747771e-02	 1.57769585e-03	 1.49158451e-04	 1.04794265e-02	 4.33128334e-02	-1.55736713e-02	-1.94501224e-01	 3.69120604e-02	 1.42558895e-02	-2.54980166e-02	-1.78045922e-02	-7.49086402e-03	 6.27370670e-03	 1.11412053e-03	 4.59076620e-02	-1.15430346e-02	-1.18261044e-02	 2.97234713e-05	 1.22343843e-02	-9.12870795e-04	-1.41317200e-02	-2.12465964e-02	 8.48355538e-03	 4.99824613e-04
